fips,county_name,State,total_pop_18plus,prop_white,prop_foreign_born,median_age,median_income,median_rent,prop_less_than_hs,prop_bachelor_above,prop_unemployed,prop_nilf,prop_health_insurance,prop_low_ratio_ip
1001,Autauga County, AL,42175,0.767912604,0.028595139,38.2,58731,986,0.114833944,0.265715738,0.021295475,0.410552181,0.929315149,0.164499867
1003,Baldwin County, AL,166595,0.862054222,0.042642336,43,58320,1020,0.09193843,0.318624596,0.024527415,0.422537827,0.911181379,0.104513064
1005,Barbour County, AL,20054,0.46800205,0.032462352,40.4,32525,576,0.267869071,0.11578713,0.041141694,0.551172708,0.886807564,0.305479231
1007,Bibb County, AL,17862,0.767883341,0.019034823,40.9,47542,734,0.209426027,0.103785255,0.035637032,0.510815488,0.893321055,0.202338693
1009,Blount County, AL,44292,0.954595101,0.054885758,40.7,49358,667,0.195094368,0.130934131,0.016620559,0.505195286,0.892357167,0.142732285
1011,Bullock County, AL,8120,0.218969555,0.008866995,40.2,37785,654,0.253203774,0.120546402,0.020776119,0.463522388,0.886264572,0.288738019
1013,Butler County, AL,15373,0.518458745,0.009302023,40.8,40688,620,0.149504306,0.161372024,0.036523056,0.462562291,0.913297164,0.214038328
1015,Calhoun County, AL,89666,0.736699297,0.031963063,39.6,47255,716,0.155673257,0.184810639,0.045324376,0.43291777,0.904859376,0.190921228
1017,Chambers County, AL,26595,0.577035056,0.021018989,42,42289,749,0.18378242,0.132960612,0.022260336,0.434404992,0.896878383,0.183678242
1019,Cherokee County, AL,20658,0.928541096,0.009342628,46.5,41919,620,0.184274664,0.127529935,0.021645629,0.511781206,0.91352005,0.202819214
1021,Chilton County, AL,33420,0.836113948,0.048144823,38.7,47468,726,0.182187313,0.127238235,0.034456025,0.462313722,0.8700773,0.218340611
1023,Choctaw County, AL,10322,0.567659574,0.007944197,46.3,35892,525,0.18619359,0.119305392,0.033504913,0.57594759,0.896608315,0.231395349
1025,Clarke County, AL,18841,0.529716512,0.002441484,42.5,37404,555,0.194335122,0.122242099,0.055248619,0.545835891,0.903256946,0.225538679
1027,Clay County, AL,10559,0.83167129,0.022350601,43.3,40845,535,0.233111323,0.105613701,0.029148603,0.46102758,0.896570163,0.203563715
1029,Cleburne County, AL,11533,0.938589434,0.019769357,43.1,44741,585,0.209712814,0.154183761,0.030229442,0.490202646,0.877307275,0.137414609
1031,Coffee County, AL,39403,0.757190972,0.048828769,39.3,55637,803,0.140736123,0.227920551,0.03273218,0.403337014,0.902416598,0.162071725
1033,Colbert County, AL,43218,0.790363514,0.022930261,42.4,48065,697,0.148438102,0.18147283,0.023340447,0.462585645,0.927890104,0.155234169
1035,Conecuh County, AL,9790,0.507261578,0.011848825,44.8,37837,536,0.156685158,0.127702932,0.042698633,0.538042401,0.873188112,0.215215215
1037,Coosa County, AL,8956,0.657990146,0.00591782,48.4,38990,589,0.200024216,0.128223756,0.01356674,0.523522976,0.920177812,0.143018442
1039,Covington County, AL,29037,0.845698925,0.010228329,43.3,42189,612,0.165856253,0.152712354,0.045107263,0.459546926,0.889022294,0.190850464
1041,Crenshaw County, AL,10738,0.713594337,0.017880425,41.7,43163,537,0.208049536,0.174097007,0.018085298,0.466708656,0.912938065,0.151004728
1043,Cullman County, AL,64148,0.951130315,0.029478705,40.8,44918,706,0.18445761,0.138655025,0.027656368,0.456247174,0.889093548,0.159543895
1045,Dale County, AL,37892,0.723562717,0.039005595,37.3,47214,730,0.138798532,0.181384106,0.039819282,0.435791408,0.883974678,0.186336396
1047,Dallas County, AL,29720,0.27857672,0.01473755,39.6,33845,643,0.181564885,0.147099237,0.058058841,0.474082038,0.888988914,0.298218435
1049,DeKalb County, AL,53800,0.854354228,0.090185874,39.5,40440,628,0.251552407,0.130152115,0.021732542,0.449323421,0.863285072,0.233963704
1051,Elmore County, AL,62915,0.753031647,0.024350314,38.7,60891,892,0.133760006,0.250655162,0.025349087,0.441982507,0.925777661,0.130608453
1053,Escambia County, AL,28769,0.62209569,0.008898467,40,36275,616,0.188638385,0.124676128,0.053022163,0.517629281,0.857853173,0.234443197
1055,Etowah County, AL,80579,0.798331841,0.032924211,41.4,44637,669,0.154473012,0.177907041,0.030020903,0.457473391,0.894260382,0.197160761
1057,Fayette County, AL,13014,0.852916212,0.008990318,43.7,39856,527,0.174013326,0.123953528,0.031948168,0.495159368,0.924167127,0.193129451
1059,Franklin County, AL,23582,0.830038772,0.098549741,38.6,43514,581,0.227989993,0.139853748,0.026335251,0.446055875,0.883060389,0.189985657
1061,Geneva County, AL,20599,0.865730401,0.018835866,43.2,41732,625,0.196784566,0.124919614,0.027581363,0.488550691,0.873618177,0.218342509
1063,Greene County, AL,6440,0.172873618,0.003571429,40.9,24145,612,0.207837045,0.101156568,0.04752445,0.586338631,0.872173177,0.378728923
1065,Hale County, AL,11355,0.395300155,0.00317041,40.5,34046,577,0.159963713,0.142223566,0.055291723,0.488042741,0.905294198,0.236222653
1067,Henry County, AL,13537,0.707290025,0.011302357,44.4,50017,627,0.206196581,0.17061144,0.030836063,0.475786925,0.901623744,0.152053274
1069,Houston County, AL,80349,0.690951462,0.029110505,40.1,47580,754,0.13955872,0.217066718,0.036576278,0.427821049,0.89493616,0.188682177
1071,Jackson County, AL,40870,0.915220242,0.014558356,43.1,41769,590,0.168058596,0.139868645,0.026076453,0.491734167,0.904911201,0.228901494
1073,Jefferson County, AL,508503,0.518081494,0.048133443,37.7,53901,900,0.09935452,0.333799526,0.040185898,0.378044833,0.907795683,0.167848988
1075,Lamar County, AL,10835,0.875333093,0.00793724,44.8,38364,425,0.176578225,0.119345329,0.045839337,0.4817183,0.894023324,0.192297818
1077,Lauderdale County, AL,74247,0.869052249,0.022425148,41,48094,663,0.126183064,0.235009276,0.026150737,0.444116412,0.909911188,0.152278517
1079,Lawrence County, AL,25875,0.780416238,0.011130435,42.4,44886,551,0.206957193,0.12567556,0.025933143,0.506858042,0.909462385,0.195253269
1081,Lee County, AL,126764,0.703429061,0.064387365,31.9,51463,856,0.091175107,0.353129669,0.031315977,0.389979501,0.922288995,0.170158268
1083,Limestone County, AL,73144,0.802337243,0.042436837,39.7,59686,691,0.153134573,0.257362531,0.035534065,0.429715807,0.903873197,0.135334038
1085,Lowndes County, AL,7808,0.247742832,0.009733607,42,30036,586,0.216510903,0.146842254,0.046873057,0.526669153,0.912398517,0.312294783
1087,Macon County, AL,15460,0.160359205,0.007309185,38.6,33370,641,0.181999501,0.203606748,0.057039985,0.493146358,0.92492818,0.263379294
1089,Madison County, AL,282589,0.679404653,0.066095991,38.5,65449,857,0.082991605,0.427571036,0.031971569,0.357757676,0.916927206,0.127361403
1091,Marengo County, AL,14918,0.457533254,0.004893417,42.2,33241,563,0.161778185,0.161090742,0.037836793,0.5252675,0.911666143,0.186798852
1093,Marion County, AL,23592,0.928781892,0.013945405,44.3,35930,512,0.20425912,0.127632569,0.028194559,0.48223413,0.91255102,0.184682441
1095,Marshall County, AL,71756,0.930219671,0.092243157,38.8,45983,649,0.183894926,0.193683058,0.023498905,0.449475339,0.877010706,0.198500937
1097,Mobile County, AL,316303,0.586106724,0.037837137,37.9,47583,853,0.135333061,0.231994922,0.033013321,0.43156181,0.887571618,0.194969681
1099,Monroe County, AL,16522,0.544757875,0.005265706,43.3,30441,582,0.143565702,0.13473298,0.068534004,0.555873926,0.885750963,0.270686963
1101,Montgomery County, AL,173501,0.358088666,0.053947816,36.4,50124,884,0.132682473,0.333758385,0.039673428,0.386764378,0.899649253,0.206672106
1103,Morgan County, AL,91846,0.799115868,0.055985018,40.6,52156,658,0.159278838,0.224011251,0.029235335,0.424122835,0.903841075,0.165576294
1105,Perry County, AL,7286,0.294522759,0.027312654,36.9,23447,507,0.171681115,0.227774945,0.038314176,0.621086009,0.907389163,0.364498645
1107,Pickens County, AL,16212,0.566961419,0.041882556,42.2,39848,457,0.184891342,0.141221111,0.047889174,0.533110408,0.908571736,0.230390225
1109,Pike County, AL,26863,0.57903579,0.048095894,31.2,37446,669,0.150326459,0.237330293,0.033125769,0.459416407,0.902511167,0.174089069
1111,Randolph County, AL,17751,0.770609794,0.01566109,43.4,43395,620,0.203663793,0.165251014,0.020772973,0.499754004,0.9092127,0.170979021
1113,Russell County, AL,43783,0.492114163,0.045291552,36.3,42443,803,0.161793422,0.17823741,0.035688402,0.41754332,0.885321427,0.206917313
1115,St. Clair County, AL,67948,0.872540886,0.020118326,40.3,58308,819,0.154467309,0.160849179,0.030943558,0.419840365,0.915317516,0.14525641
1117,Shelby County, AL,162807,0.801182578,0.065764986,39.3,77799,1047,0.073287629,0.429294423,0.023759762,0.342393975,0.938092832,0.066600784
1119,Sumter County, AL,10327,0.252324764,0.020431878,35.6,24320,518,0.133036597,0.215628091,0.043708609,0.549952696,0.87462498,0.317655572
1121,Talladega County, AL,63130,0.63938199,0.018121337,41.3,41325,628,0.196703159,0.149607987,0.044369805,0.477009908,0.906586022,0.221391604
1123,Tallapoosa County, AL,32072,0.699538739,0.016993016,44.7,45828,665,0.193462867,0.184428088,0.050119548,0.492297449,0.918407637,0.187427345
1125,Tuscaloosa County, AL,163687,0.642193869,0.042391882,33,53326,846,0.116507563,0.307308455,0.034376356,0.408045328,0.92752278,0.153831414
1127,Walker County, AL,49854,0.905896116,0.017852128,42.1,43629,626,0.181791791,0.113438435,0.043276511,0.482157419,0.882489352,0.197599907
1129, WA County, AL,12753,0.663321444,0.013879087,43.7,41370,730,0.17371761,0.126652565,0.032857143,0.547443609,0.906139603,0.232889734
1131,Wilcox County, AL,8104,0.272914521,0.008144126,40.5,31014,509,0.235451223,0.124964858,0.06374455,0.58077059,0.891097666,0.313047285
1133,Winston County, AL,18858,0.960519677,0.018930958,45.2,35788,529,0.211879226,0.128293308,0.036789984,0.494227513,0.877190738,0.206764518
2013,Aleutians East Borough,AK,2901,0.150664697,0.316097897,42.5,69250,939,0.145259939,0.115061162,0.031418919,0.188175676,0.536982249,0.149090909
2016,Aleutians West Census Area,AK,4716,0.291330291,0.473706531,38.6,87466,1341,0.105403441,0.170341653,0.017097581,0.170141785,0.824776174,0.071038251
2020,Anchorage Municipality,AK,221655,0.625967956,0.131429474,33.6,84928,1320,0.060984,0.361088237,0.03893609,0.278197885,0.887886247,0.08365019
2050,Bethel Census Area,AK,11740,0.111503254,0.03407155,27.3,53553,1352,0.190898888,0.118763391,0.113825071,0.382184603,0.796565611,0.33147877
2060,Bristol Bay Borough,AK,695,0.526857143,0.027338129,42.9,79808,1120,0.05984252,0.22519685,0.069156293,0.26417704,0.795348837,0.082474227
2068,Denali Borough,AK,1985,0.842386465,0.082619647,42.1,81719,845,0.015365704,0.410571604,0.011358025,0.215308642,0.81535649,0.056074766
2070,Dillingham Census Area,AK,3417,0.17456158,0.033655253,30.2,56898,1020,0.136787565,0.220725389,0.076388889,0.359722222,0.790772966,0.237271854
2090,Fairbanks North Star Borough,AK,75129,0.754219154,0.067656963,31.3,76992,1305,0.055072276,0.313714711,0.041267788,0.282729625,0.902206314,0.07274788
2100,Haines Borough,AK,1876,0.816123908,0.064498934,44.7,58059,951,0.024864865,0.337837838,0.030906234,0.350445259,0.866295265,0.183870968
2105,Hoonah-Angoon Census Area,AK,1817,0.460963067,0.063841497,49.6,59803,894,0.062536528,0.213325541,0.066775244,0.372421281,0.752808989,0.150627615
2110,Juneau City and Borough,AK,25283,0.680081919,0.097970969,38.1,88390,1310,0.036257258,0.384114179,0.031425279,0.295005763,0.89493904,0.064453879
2122,Kenai Peninsula Borough,AK,45217,0.824746853,0.039785921,40.8,66064,987,0.073233131,0.24587341,0.041758524,0.413325913,0.84032632,0.113063295
2130,Ketchikan Gateway Borough,AK,10767,0.665072464,0.1108944,39.7,72728,1169,0.072287907,0.252748392,0.040367634,0.299693638,0.886105965,0.093831451
2150,Kodiak Island Borough,AK,9990,0.54709687,0.24994995,33.9,85839,1458,0.102081934,0.279941795,0.03824925,0.256318389,0.828051826,0.101112235
2158,Kusilvak Census Area,AK,4920,0.036,0.008739837,24.1,36754,632,0.211221945,0.03915212,0.15627391,0.421767406,0.800631374,0.513888889
2164,Lake and Peninsula Borough,AK,1070,0.210337401,0.027102804,34.8,44135,743,0.119825708,0.161220044,0.105500451,0.305680794,0.666188083,0.264285714
2170,Matanuska-Susitna Borough,AK,76973,0.828735207,0.043352864,35.2,75493,1127,0.070513009,0.215953422,0.054658044,0.391108392,0.851639892,0.103607477
2180,Nome Census Area,AK,6554,0.155686824,0.038297223,28.3,61048,1287,0.154347826,0.161413043,0.111498258,0.345092915,0.793156439,0.25
2185,North Slope Borough,AK,7229,0.314236111,0.078572417,35.2,79306,1000,0.102690238,0.165257494,0.070915381,0.203698776,0.81432388,0.164149705
2188,Northwest Arctic Borough,AK,4995,0.112767336,0.023023023,27.8,60906,1304,0.174625802,0.132335472,0.11056137,0.390865842,0.742916558,0.305007587
2195,Petersburg Borough,AK,2608,0.761436905,0.104294479,42.8,69948,954,0.103416856,0.283826879,0.026443203,0.354189944,0.904219279,0.063968668
2198,Prince of Wales-Hyder Census Area,AK,4906,0.476978305,0.032816959,41.3,52379,783,0.091990128,0.182634059,0.069013249,0.386592842,0.753238645,0.190163934
2220,Sitka City and Borough,AK,6763,0.642824074,0.101582138,39.5,73682,1131,0.052879922,0.333712984,0.034625841,0.281871512,0.836827061,0.085256712
2230,Skagway Municipality,AK,948,0.849141825,0.103375527,40.4,73906,1004,0.053056517,0.296424452,0.052415211,0.189105858,0.817524842,0.05
2240,Southeast Fairbanks Census Area,AK,5014,0.764321024,0.118468289,36.8,70056,1042,0.101372289,0.196989819,0.066949643,0.373721783,0.828761062,0.099932019
2261,Valdez-Cordova Census Area,AK,7087,0.717624148,0.069422887,38.1,79867,1067,0.046296296,0.308333333,0.023284651,0.289887021,0.807726367,0.08177688
2275,Wrangell City and Borough,AK,2034,0.630295763,0.033923304,49.4,53894,844,0.134545455,0.194285714,0.036631779,0.447193149,0.811845286,0.076452599
2282,Yakutat City and Borough,AK,499,0.45146379,0.058116232,36.9,71607,900,0.088235294,0.226244344,0.041584158,0.287128713,0.762711864,0.070866142
2290,Yukon-Koyukuk Census Area,AK,3886,0.227450251,0.018270715,35.2,41413,741,0.140325392,0.135967461,0.110919399,0.344096623,0.72933034,0.253690037
4001,Apache County, AZ,51960,0.228328509,0.019033872,35,32508,506,0.195977664,0.123006074,0.03999705,0.62066422,0.749079261,0.362478286
4003,Cochise County, AZ,98481,0.854719664,0.132614413,41.1,49260,783,0.126165292,0.231095745,0.029212352,0.504988799,0.922319917,0.187819604
4005,Coconino County, AZ,111970,0.639417019,0.053237474,30.7,59460,1181,0.094800193,0.361603274,0.047544021,0.372959122,0.887947424,0.143332525
4007,Gila County, AZ,42814,0.7688903,0.04391087,50.2,43524,816,0.136740402,0.18733791,0.041071836,0.531927024,0.900107961,0.197704082
4009,Graham County, AZ,27713,0.799189388,0.041063761,33.6,51353,769,0.14743103,0.151522821,0.04111438,0.505381554,0.931281338,0.221423067
4011,Greenlee County, AZ,6894,0.915248897,0.030896432,34.5,63473,466,0.119405535,0.135121285,0.032379099,0.429822123,0.953571805,0.139803335
4012,La Paz County, AZ,17398,0.771172991,0.113978618,56.5,34643,565,0.230611101,0.120102162,0.033791749,0.62043222,0.852791632,0.208768971
4013,Maricopa County, AZ,3282749,0.776265302,0.184834722,36.4,64468,1127,0.122741475,0.326980719,0.032213098,0.358399329,0.893751232,0.141513444
4015,Mohave County, AZ,171329,0.902347192,0.070869497,51.6,45587,826,0.139326098,0.129458113,0.036267986,0.548603765,0.910886101,0.156503552
4017,Navajo County, AZ,79820,0.471272994,0.038423954,37.3,40067,720,0.166182205,0.152541652,0.058514104,0.537943682,0.868294921,0.295011291
4019,Pima County, AZ,810074,0.760318027,0.156137587,38.5,53379,907,0.116155184,0.32383208,0.039972551,0.417805791,0.90809183,0.16446086
4021,Pinal County, AZ,333405,0.798890001,0.11311768,39.3,58174,1064,0.142330292,0.195321243,0.035030217,0.505298884,0.911595689,0.137478931
4023,Santa Cruz County, AZ,33770,0.857142857,0.438199585,36.7,41259,675,0.23401133,0.204320524,0.04020441,0.472204184,0.897614034,0.28545273
4025,Yavapai County, AZ,190338,0.913100098,0.071767067,53.4,52451,947,0.089507177,0.258773507,0.02756041,0.519809687,0.902142252,0.128085716
4027,Yuma County, AZ,156240,0.763190559,0.338204045,34.6,45243,839,0.267469589,0.150261101,0.05196585,0.455426536,0.872929213,0.250749362
5001,AR County, AR,13811,0.721279446,0.009485193,40.7,46696,648,0.160911213,0.157691379,0.034021701,0.415470774,0.931703729,0.173195003
5003,Ashley County, AR,15614,0.724321658,0.032214679,41.7,44744,533,0.167149688,0.123387915,0.027868033,0.485003749,0.921979824,0.197653099
5005,Baxter County, AR,34160,0.966953919,0.021633489,52.2,42260,703,0.112698662,0.178819827,0.022035976,0.520396819,0.947602932,0.145603477
5007,Benton County, AR,195281,0.875673072,0.145001306,35.4,66362,903,0.114181718,0.33351159,0.015869344,0.344779212,0.910721789,0.118318984
5009,Boone County, AR,28724,0.961667247,0.00748503,42.3,45374,636,0.125890005,0.161374745,0.026062822,0.426144056,0.930572869,0.173888092
5011,Bradley County, AR,8278,0.658819202,0.088185552,40.6,43184,585,0.18962766,0.143351064,0.039176704,0.482399719,0.890352505,0.220728688
5013,Calhoun County, AR,4224,0.762134052,0.013494318,44.5,46417,640,0.157654022,0.114070487,0.022298851,0.492413793,0.906936079,0.161290323
5015,Carroll County, AR,21880,0.921330234,0.099817185,45,46110,610,0.137215394,0.212220431,0.020254399,0.447280947,0.888704678,0.14579165
5017,Chicot County, AR,8251,0.434667923,0.029814568,43.3,34147,601,0.192312861,0.158849617,0.042032549,0.573117902,0.907334742,0.305007587
5019,Clark County, AR,18131,0.702224605,0.032044565,33.7,41620,606,0.100447954,0.266342723,0.011532479,0.420747734,0.914780716,0.181039406
5021,Clay County, AR,11655,0.958761502,0.010725011,42.8,37233,618,0.175296912,0.125700713,0.028961385,0.439164447,0.935143186,0.219082126
5023,Cleburne County, AR,20299,0.969203187,0.016355485,49.4,44483,704,0.14053389,0.155459263,0.022202063,0.485341864,0.918116147,0.122268326
5025,Cleveland County, AR,6320,0.857529528,0.010917722,42.9,46684,630,0.104228812,0.162484646,0.027439494,0.499614614,0.944734877,0.168589175
5027,Columbia County, AR,18765,0.605484522,0.020463629,35.7,36193,664,0.141259123,0.196371325,0.056098816,0.48358209,0.928962919,0.263716496
5029,Conway County, AR,16038,0.851471857,0.029866567,42.5,42802,647,0.129504349,0.156219798,0.039096279,0.416844285,0.931766745,0.181964286
5031,Craighead County, AR,80589,0.788019936,0.046730943,34.2,47286,757,0.106751349,0.262325271,0.039387518,0.36377785,0.912242575,0.185099387
5033,Crawford County, AR,47267,0.880568705,0.04413227,38.6,46828,701,0.150203521,0.159669633,0.025274949,0.441629328,0.919042171,0.193478515
5035,Crittenden County, AR,35363,0.434911243,0.021717614,35.2,40161,732,0.173894791,0.174379178,0.054090823,0.385383506,0.916436622,0.270310933
5037,Cross County, AR,12845,0.735853543,0.00358116,40.9,46787,711,0.163554243,0.144271693,0.036962215,0.392742237,0.923123268,0.188521066
5039,Dallas County, AR,5715,0.534139305,0.002974628,43.9,38072,673,0.160544218,0.11856171,0.017039759,0.484463749,0.935419543,0.140233723
5041,Desha County, AR,8709,0.487659066,0.041451372,40.1,31893,495,0.189368771,0.140557117,0.044842059,0.451181798,0.936705599,0.339351199
5043,Drew County, AR,14351,0.684747787,0.015748031,37.4,46997,658,0.130863562,0.227767773,0.021517707,0.44391231,0.944833333,0.229843045
5045,Faulkner County, AR,94887,0.820633534,0.03890944,32.8,52827,826,0.081667084,0.305566173,0.023251543,0.379860225,0.91214612,0.157444005
5047,Franklin County, AR,13514,0.940466794,0.010063638,41.2,38923,625,0.16276941,0.121411334,0.015078236,0.509743954,0.945440999,0.225920212
5049,Fulton County, AR,9705,0.959529065,0.021535291,48.4,35405,545,0.14405152,0.122359055,0.024324861,0.570889595,0.879041618,0.244661379
5051,Garland County, AR,78586,0.860504287,0.044651719,45,44777,771,0.10884744,0.216379588,0.029474099,0.462602888,0.894952027,0.186138614
5053,Grant County, AR,14055,0.947809776,0.017502668,41,55388,736,0.091981132,0.187106918,0.021725636,0.442513277,0.952365034,0.14799281
5055,Greene County, AR,33916,0.947036963,0.008373629,38,47056,698,0.117576644,0.161568132,0.043951682,0.424006125,0.922737506,0.157247557
5057,Hempstead County, AR,16230,0.573344932,0.062476895,40.4,42860,694,0.173843255,0.150882825,0.026425178,0.426187648,0.908522464,0.217124847
5059,Hot Spring County, AR,26703,0.846325565,0.01314459,41.3,43889,619,0.141686906,0.13283662,0.0305374,0.492374728,0.928653259,0.174438297
5061,Howard County, AR,9854,0.673653369,0.080069008,39.2,36059,601,0.147705273,0.135747637,0.039988296,0.413732566,0.914396591,0.237796175
5063,Independence County, AR,28434,0.911133674,0.034676795,39.3,44319,631,0.139797787,0.175384125,0.026842445,0.432842921,0.912639757,0.181287139
5065,Izard County, AR,11152,0.939646279,0.011298422,47.9,42876,570,0.162138303,0.130652281,0.039143409,0.545813586,0.938024379,0.137964149
5067,Jackson County, AR,13587,0.777001233,0.005004784,39.7,34109,588,0.198328828,0.10149914,0.032214189,0.571050183,0.922670376,0.271420969
5069,Jefferson County, AR,53990,0.396567651,0.020170402,38.7,40726,740,0.138559611,0.179920689,0.047101449,0.483892955,0.932142193,0.236528784
5071,Johnson County, AR,19996,0.912179584,0.116673335,38.4,38511,620,0.211124505,0.153779921,0.019975816,0.474486094,0.889414999,0.231428571
5073,Lafayette County, AR,5477,0.599558824,0.018623334,47,32397,473,0.202936977,0.15806649,0.025363604,0.529265697,0.918416317,0.275402554
5075,Lawrence County, AR,12820,0.966342377,0.008814353,40.8,39993,549,0.158696233,0.154065366,0.03876672,0.462480163,0.934461538,0.186072548
5077,Lee County, AR,7519,0.429519252,0.013964623,42.5,29681,525,0.241634587,0.107491857,0.050218903,0.590522792,0.928176067,0.246238716
5079,Lincoln County, AR,11423,0.659383129,0.020660072,39,46596,534,0.189160365,0.097343417,0.006622517,0.717381956,0.925505201,0.204352637
5081,Little River County, AR,9609,0.738964931,0.00457904,42.9,45113,601,0.11042098,0.125373821,0.054722865,0.450860074,0.937976864,0.181947204
5083,Logan County, AR,16926,0.917805058,0.018964906,42,41466,581,0.13769678,0.133450911,0.034301395,0.447004345,0.933660131,0.21305018
5085,Lonoke County, AR,53757,0.887091882,0.027084845,36.2,59094,796,0.108716376,0.20607618,0.021638607,0.383996001,0.924451745,0.13232115
5087,Madison County, AR,12395,0.936154463,0.043565954,42.7,41682,615,0.193577243,0.142230969,0.022825416,0.461212215,0.896547449,0.22070403
5089,Marion County, AR,13512,0.960184511,0.021018354,52.2,36719,632,0.134920635,0.170714286,0.021068636,0.563061106,0.942773294,0.187021181
5091,Miller County, AR,33204,0.697879372,0.024485002,39.5,43371,737,0.135464077,0.167560096,0.038656673,0.447708273,0.905714826,0.220921858
5093, MS County, AR,31032,0.603214167,0.021622841,36.6,39962,632,0.188506844,0.138380243,0.054238539,0.411831627,0.925633217,0.271180066
5095,Monroe County, AR,5573,0.545673759,0.004127041,47.3,38468,517,0.211446741,0.126987281,0.042233857,0.438045375,0.910629752,0.238095238
5097,Montgomery County, AR,7304,0.921452514,0.032858708,50.4,35741,509,0.202033797,0.13488859,0.035700013,0.529772213,0.898014748,0.238002341
5099,NV County, AR,6451,0.628307987,0.000465044,44.3,38042,696,0.096150556,0.145936698,0.029548523,0.489875506,0.906383498,0.26955369
5101,Newton County, AR,6267,0.941628264,0.014839636,49,38082,547,0.135172896,0.204680405,0.016289172,0.536456717,0.950258398,0.129444444
5103,Ouachita County, AR,18399,0.56995384,0.009402685,43,35425,525,0.13956044,0.144688645,0.04226614,0.457760211,0.929185829,0.264270261
5105,Perry County, AR,8030,0.962143892,0.007347447,43.7,48667,631,0.151544402,0.126585769,0.026584867,0.517141826,0.949160812,0.193696884
5107,Phillips County, AR,13807,0.361120069,0.005866589,38.9,29320,586,0.197266439,0.13776148,0.055949456,0.473148473,0.915501355,0.371174524
5109,Pike County, AR,8417,0.90870212,0.045503148,43.1,40401,601,0.126112957,0.172890365,0.026124147,0.439371171,0.908662012,0.196025598
5111,Poinsett County, AR,18203,0.883536994,0.012580344,40.1,40921,603,0.196660938,0.110729192,0.032126601,0.448396316,0.88688455,0.224888227
5113,Polk County, AR,15422,0.916144123,0.052263001,43.9,37974,639,0.150786309,0.140966342,0.046476573,0.5,0.89524811,0.271156559
5115,Pope County, AR,49161,0.912187701,0.062000366,35.3,43462,681,0.155206044,0.2276487,0.035899961,0.436983064,0.913880446,0.19380418
5117,Prairie County, AR,6545,0.857247527,0.002750191,47.2,42660,619,0.167949147,0.154399465,0.038855109,0.449503188,0.922131148,0.171543086
5119,Pulaski County, AR,301305,0.559240343,0.067725395,37.2,51749,861,0.096485671,0.343152213,0.028936124,0.369879146,0.920956819,0.17868139
5121,Randolph County, AR,13548,0.951794292,0.020298199,41.1,37218,619,0.171108568,0.138489209,0.022745211,0.476716654,0.927376229,0.242290749
5123,St. Francis County, AR,19936,0.41042471,0.019863563,38.8,35348,633,0.180808306,0.103885229,0.027160733,0.55631002,0.914336205,0.269132436
5125,Saline County, AR,91409,0.884394758,0.040313317,39.6,64412,847,0.093784764,0.266904474,0.023679302,0.367329519,0.940303558,0.082534509
5127,Scott County, AR,7735,0.8904202,0.021719457,40.7,36092,564,0.208601229,0.093156165,0.040861538,0.496615385,0.899631497,0.230829116
5129,Searcy County, AR,6316,0.932473445,0.012507916,47.9,36438,535,0.182461592,0.118936648,0.018749039,0.505301982,0.935318931,0.263180454
5131,Sebastian County, AR,96781,0.734785369,0.111881464,37.6,46228,696,0.159376985,0.213184952,0.028634032,0.399591654,0.896360647,0.186757422
5133,Sevier County, AR,12190,0.629002986,0.218293683,35.3,47704,581,0.234886768,0.127924387,0.033448222,0.391743694,0.832272138,0.205889226
5135,Sharp County, AR,13518,0.950113776,0.008285249,47.6,34671,527,0.165403837,0.101644366,0.019323324,0.552762014,0.936759592,0.23800905
5137,Stone County, AR,10040,0.965450902,0.008864542,50.1,38188,604,0.188435669,0.138750271,0.029224537,0.532986111,0.924197071,0.156963654
5139,Union County, AR,29922,0.638824812,0.023093376,40.3,44663,674,0.150543661,0.210813436,0.026450733,0.467577567,0.925013432,0.196364325
5141,Van Buren County, AR,13342,0.950366542,0.016414331,48,38499,644,0.148753576,0.145239068,0.033250693,0.553303194,0.903931458,0.21939106
5143, WA County, AR,175263,0.771848861,0.132366786,32,50451,794,0.149985816,0.333106383,0.030854618,0.353847853,0.884160767,0.15307551
5145,White County, AR,60310,0.911023082,0.036776654,36.9,44029,702,0.156042107,0.208558347,0.031313002,0.451630452,0.916604902,0.180370951
5147,Woodruff County, AR,5128,0.698454003,0.005655226,45.5,32845,504,0.182968683,0.14049764,0.042786823,0.45494131,0.940012465,0.252830189
5149,Yell County, AR,16227,0.78610697,0.124114131,40.3,43923,573,0.217976133,0.128164448,0.023354816,0.437651511,0.921128491,0.215265247
6001,Alameda County, CA,1312727,0.404624947,0.392015248,37.6,99406,1797,0.115569533,0.474224457,0.03093158,0.328636082,0.956257901,0.089766453
6003,Alpine County, CA,838,0.576515881,0.059665871,52.2,63750,538,0.088311688,0.345454545,0.057444314,0.540445487,0.911453321,0.116883117
6005,Amador County, CA,32582,0.867235681,0.067798171,50.5,62772,1103,0.099818452,0.192672058,0.030327598,0.557457286,0.953312993,0.090255267
6007,Butte County, CA,180378,0.815616185,0.08854184,37.1,52537,1060,0.10754598,0.272180003,0.04559734,0.435906693,0.938475736,0.163663576
6009,Calaveras County, CA,37703,0.904622753,0.056971594,52,63158,1339,0.09825528,0.183195592,0.030267093,0.524853047,0.956264409,0.103412882
